Nome,Squadra,Presenze,MediaVoto,Fantamedia,Gol,GolSubiti,Rigori,RigoriParati,Assist,Ammonizioni,Espulsioni
Cancellieri,PAR,25.0,5.76,6.04,3.0,0.0,0 / 0,0.0,0.0,2.0,1.0
Vojvoda,COM,27.0,5.96,6.04,1.0,0.0,0 / 0,0.0,2.0,6.0,0.0
Rui Modesto,UDI,13.0,5.96,6.04,0.0,0.0,0 / 0,0.0,1.0,1.0,0.0
Moro N.,BOL,16.0,6.0,6.03,0.0,0.0,0 / 0,0.0,1.0,1.0,0.0
Messias,GEN,16.0,6.0,6.03,1.0,0.0,0 / 1,0.0,1.0,1.0,0.0
Lobotka,NAP,31.0,6.05,6.03,0.0,0.0,0 / 0,0.0,1.0,3.0,0.0
N'Dicka,ROM,38.0,6.05,6.03,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Ricci S.,TOR,34.0,6.06,6.03,1.0,0.0,0 / 0,0.0,1.0,8.0,1.0
Kamara H.,UDI,30.0,5.93,6.03,1.0,0.0,0 / 0,0.0,4.0,6.0,1.0
Busio,VEN,31.0,5.9,6.03,2.0,0.0,0 / 0,0.0,0.0,4.0,0.0
Cacace,EMP,29.0,5.79,6.02,2.0,0.0,0 / 0,0.0,3.0,6.0,0.0
Serdar,VER,21.0,5.79,6.02,2.0,0.0,0 / 0,0.0,1.0,2.0,1.0
Savona,JUV,27.0,5.89,6.02,2.0,0.0,0 / 0,0.0,0.0,5.0,0.0
Musso,ATA,1.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Godfrey,ATA,1.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Bakker,ATA,1.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Urbanski,MON,12.0,5.88,6.0,1.0,0.0,0 / 0,0.0,0.0,3.0,0.0
Baselli,COM,1.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Kone B.,COM,1.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Haas,EMP,6.0,6.08,6.0,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Sommariva,GEN,1.0,7.0,6.0,0.0,1.0,0 / 0,0.0,0.0,0.0,0.0
Ankeye,GEN,1.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Pavard,INT,22.0,6.05,6.0,0.0,0.0,0 / 0,0.0,1.0,4.0,0.0
Rovella,LAZ,33.0,6.11,6.0,0.0,0.0,0 / 0,0.0,3.0,13.0,0.0
Ciurria,MON,17.0,5.79,6.0,1.0,0.0,0 / 0,0.0,1.0,1.0,0.0
Pessina,MON,11.0,6.09,6.0,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Dahl,ROM,2.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Zemura,UDI,21.0,5.81,6.0,1.0,0.0,0 / 0,0.0,2.0,2.0,0.0
Adzic,JUV,1.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Liberali,MIL,1.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Raimondo,VEN,1.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Coulibaly L.,LEC,37.0,5.96,6.0,1.0,0.0,0 / 0,0.0,0.0,3.0,0.0
Palestra,ATA,3.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Abankwah,UDI,2.0,6.25,6.0,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Abdulhamid,ROM,4.0,5.75,6.0,0.0,0.0,0 / 0,0.0,1.0,0.0,0.0
Vlahovic V.,ATA,2.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Ahanor,GEN,6.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Martins K.,MON,6.0,5.92,6.0,0.0,0.0,0 / 0,0.0,1.0,1.0,0.0
Kasa,GEN,3.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Melegoni,GEN,3.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Pereiro,GEN,1.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Veiga R.,JUV,13.0,6.08,6.0,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Nelsson,ROM,4.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Salah-Eddine,ROM,2.0,5.5,6.0,0.0,0.0,0 / 0,0.0,1.0,0.0,0.0
Kovalenko,EMP,3.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Perciun,TOR,2.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Cacciamani,TOR,1.0,6.0,6.0,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Kolasinac,ATA,23.0,6.13,5.98,0.0,0.0,0 / 0,0.0,2.0,7.0,0.0
Haps,VEN,22.0,5.86,5.98,1.0,0.0,0 / 0,0.0,1.0,3.0,0.0
Yeboah J.,VEN,28.0,5.91,5.98,1.0,0.0,0 / 0,0.0,2.0,6.0,0.0
Felici,CAG,18.0,5.83,5.97,0.0,0.0,0 / 0,0.0,3.0,1.0,0.0
Baschirotto,LEC,38.0,5.86,5.97,2.0,0.0,0 / 0,0.0,0.0,3.0,0.0
Ilic,TOR,16.0,5.91,5.97,1.0,0.0,0 / 0,0.0,0.0,4.0,0.0
Idzes,VEN,35.0,5.96,5.97,1.0,0.0,0 / 0,0.0,0.0,5.0,0.0
Engelhardt,COM,16.0,5.81,5.97,1.0,0.0,0 / 0,0.0,1.0,3.0,0.0
Ranieri L.,FIO,36.0,5.92,5.96,1.0,0.0,0 / 0,0.0,2.0,7.0,0.0
Zanoli,GEN,27.0,5.91,5.96,1.0,0.0,0 / 0,0.0,0.0,3.0,0.0
Payero,UDI,25.0,5.9,5.96,1.0,0.0,0 / 0,0.0,1.0,5.0,0.0
Berisha M.,LEC,14.0,6.07,5.96,0.0,0.0,0 / 0,0.0,1.0,5.0,0.0
Bernede,VER,12.0,5.79,5.96,1.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Gila,LAZ,32.0,6.05,5.95,1.0,0.0,0 / 0,0.0,0.0,8.0,0.0
Duda,VER,28.0,5.98,5.95,1.0,0.0,0 / 0,0.0,3.0,10.0,2.0
Kastanos,VER,22.0,5.89,5.95,1.0,0.0,0 / 0,0.0,0.0,4.0,0.0
Doumbia I.,VEN,19.0,5.95,5.95,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Beukema,BOL,34.0,5.93,5.94,0.0,0.0,0 / 0,0.0,1.0,1.0,0.0
Ramadani,LEC,27.0,5.85,5.94,1.0,0.0,0 / 0,0.0,1.0,3.0,0.0
Zarraga,UDI,18.0,5.78,5.94,1.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Ekong,EMP,8.0,5.94,5.94,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Njie,TOR,9.0,6.0,5.94,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Perrone,COM,25.0,5.94,5.94,0.0,0.0,0 / 0,0.0,3.0,6.0,0.0
Comuzzo,FIO,28.0,5.91,5.93,1.0,0.0,0 / 0,0.0,0.0,5.0,0.0
Kouame',EMP,22.0,5.77,5.93,1.0,0.0,0 / 0,0.0,1.0,1.0,0.0
Maripan,TOR,28.0,5.93,5.93,1.0,0.0,0 / 0,0.0,0.0,4.0,1.0
Camarda,MIL,6.0,5.92,5.92,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Camara D.,PAR,13.0,6.04,5.92,0.0,0.0,0 / 0,0.0,0.0,3.0,0.0
Sergi Roberto,COM,12.0,6.0,5.92,0.0,0.0,0 / 0,0.0,1.0,4.0,0.0
Rebic,LEC,18.0,5.89,5.92,1.0,0.0,0 / 0,0.0,0.0,3.0,1.0
Van Der Brempt,COM,18.0,5.94,5.92,0.0,0.0,0 / 0,0.0,1.0,3.0,0.0
Hummels,ROM,13.0,6.12,5.92,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Adopo,CAG,34.0,5.87,5.91,1.0,0.0,0 / 0,0.0,1.0,3.0,1.0
Gyasi,EMP,37.0,5.84,5.91,2.0,0.0,0 / 0,0.0,1.0,5.0,0.0
Romagnoli,LAZ,32.0,5.84,5.91,2.0,0.0,0 / 0,0.0,0.0,4.0,2.0
Kossounou,ATA,17.0,5.94,5.91,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Mutandwa,CAG,5.0,5.9,5.9,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Sabelli,GEN,30.0,5.87,5.9,0.0,0.0,0 / 0,0.0,2.0,3.0,0.0
Le Fee,ROM,5.0,6.0,5.9,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Crnigoj,VEN,5.0,5.9,5.9,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Tchatchoua,VER,36.0,5.76,5.9,2.0,0.0,0 / 0,0.0,3.0,6.0,1.0
Karamoh,TOR,21.0,5.9,5.9,0.0,0.0,0 / 0,0.0,1.0,2.0,0.0
Walker,MIL,10.0,5.95,5.9,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Toloi,ATA,9.0,5.94,5.89,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Castrovilli,MON,14.0,5.89,5.89,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Zampano,VEN,22.0,5.77,5.89,1.0,0.0,0 / 0,0.0,2.0,5.0,0.0
Rocha Livramento,VER,22.0,5.8,5.89,1.0,0.0,0 / 0,0.0,1.0,2.0,1.0
Dembele' A.,TOR,9.0,5.67,5.89,1.0,0.0,0 / 0,0.0,0.0,0.0,1.0
Atta,UDI,23.0,6.0,5.89,0.0,0.0,0 / 0,0.0,0.0,5.0,0.0
Djimsiti,ATA,33.0,5.88,5.88,1.0,0.0,0 / 0,0.0,2.0,6.0,0.0
Henderson L.,EMP,34.0,5.91,5.88,0.0,0.0,0 / 0,0.0,4.0,10.0,0.0
Patric,LAZ,8.0,5.62,5.88,1.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Mihaila,PAR,20.0,5.78,5.88,0.0,0.0,0 / 0,0.0,3.0,2.0,0.0
Pellegrini Lo.,ROM,25.0,5.68,5.88,2.0,0.0,1 / 1,0.0,1.0,4.0,0.0
Bijol,UDI,34.0,5.99,5.88,1.0,0.0,0 / 0,0.0,2.0,11.0,1.0
Zurkowski,EMP,4.0,5.88,5.88,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Leoni,PAR,17.0,5.85,5.88,1.0,0.0,0 / 0,0.0,0.0,3.0,1.0
Moreno Alb.,COM,23.0,5.96,5.87,0.0,0.0,0 / 0,0.0,0.0,4.0,0.0
Bianco,MON,35.0,5.91,5.87,1.0,0.0,0 / 0,0.0,0.0,9.0,0.0
Zappa,CAG,36.0,5.75,5.86,2.0,0.0,0 / 0,0.0,0.0,4.0,0.0
Biraghi,TOR,21.0,5.83,5.86,1.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Lazzari,LAZ,22.0,5.89,5.86,0.0,0.0,0 / 0,0.0,1.0,3.0,0.0
Sverko,VEN,14.0,5.75,5.86,1.0,0.0,0 / 0,0.0,0.0,3.0,0.0
Coppola D.,VER,33.0,5.8,5.86,2.0,0.0,0 / 0,0.0,1.0,10.0,0.0
Sambia,EMP,7.0,5.86,5.86,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
N'Dri,LEC,7.0,5.86,5.86,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Dossena,COM,23.0,5.8,5.85,0.0,0.0,0 / 0,0.0,2.0,0.0,1.0
Bani,GEN,20.0,5.92,5.85,0.0,0.0,0 / 0,0.0,0.0,3.0,0.0
Calabria,BOL,13.0,5.88,5.85,0.0,0.0,0 / 0,0.0,1.0,3.0,0.0
Valenti,PAR,20.0,5.85,5.85,1.0,0.0,0 / 0,0.0,0.0,4.0,1.0
Almqvist,PAR,26.0,5.79,5.85,1.0,0.0,0 / 0,0.0,1.0,5.0,0.0
Palomino,CAG,17.0,5.76,5.85,1.0,0.0,0 / 0,0.0,0.0,3.0,0.0
Grassi,EMP,28.0,5.91,5.84,1.0,0.0,0 / 0,0.0,0.0,8.0,1.0
Sanabria,TOR,22.0,5.7,5.84,2.0,0.0,0 / 1,0.0,1.0,2.0,0.0
Svoboda,VEN,16.0,5.69,5.84,1.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Richardson,FIO,25.0,5.78,5.84,1.0,0.0,0 / 0,0.0,1.0,5.0,0.0
Azzi,CAG,6.0,6.0,5.83,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Kaba,LEC,12.0,5.88,5.83,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Marin R.,NAP,3.0,6.0,5.83,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Coco,TOR,32.0,5.86,5.83,2.0,0.0,0 / 0,0.0,0.0,10.0,0.0
Tameze,TOR,15.0,5.9,5.83,0.0,0.0,0 / 0,0.0,0.0,3.0,0.0
Buchanan T.,INT,3.0,5.83,5.83,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Sanchez,UDI,9.0,5.83,5.83,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Jimenez A.,MIL,21.0,5.95,5.83,0.0,0.0,0 / 0,0.0,0.0,6.0,0.0
Balotelli,GEN,3.0,6.0,5.83,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Candè,VEN,17.0,5.76,5.82,1.0,0.0,0 / 0,0.0,0.0,4.0,0.0
Banda,LEC,13.0,5.77,5.81,0.0,0.0,0 / 0,0.0,1.0,1.0,0.0
Tomori,MIL,18.0,5.86,5.81,0.0,0.0,0 / 0,0.0,1.0,2.0,1.0
Juan Jesus,NAP,13.0,5.81,5.81,0.0,0.0,0 / 0,0.0,1.0,2.0,0.0
Ehizibue,UDI,31.0,5.85,5.81,0.0,0.0,0 / 0,0.0,1.0,5.0,0.0
Alberto Costa,JUV,8.0,6.0,5.81,0.0,0.0,0 / 0,0.0,0.0,3.0,0.0
Prati,CAG,10.0,5.85,5.8,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Douglas Luiz,JUV,15.0,5.87,5.8,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Duncan,VEN,14.0,5.86,5.79,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Frese,VER,7.0,5.79,5.79,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Onana J.,GEN,7.0,5.86,5.79,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Hien,ATA,29.0,5.95,5.78,0.0,0.0,0 / 0,0.0,0.0,10.0,0.0
Vogliacco,PAR,20.0,5.7,5.78,2.0,0.0,0 / 0,0.0,0.0,5.0,0.0
Tchaouna,LAZ,20.0,5.72,5.78,1.0,0.0,0 / 0,0.0,0.0,2.0,1.0
Loftus-Cheek,MIL,18.0,5.86,5.78,0.0,0.0,0 / 0,0.0,0.0,3.0,0.0
Karlstrom,UDI,37.0,5.85,5.78,0.0,0.0,0 / 0,0.0,2.0,9.0,0.0
Posch,ATA,13.0,5.81,5.77,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Makoumbou,CAG,32.0,5.73,5.77,0.0,0.0,0 / 0,0.0,3.0,2.0,1.0
Bondo,MIL,22.0,5.91,5.77,0.0,0.0,0 / 0,0.0,0.0,4.0,1.0
Folorunsho,FIO,13.0,5.96,5.77,0.0,0.0,0 / 0,0.0,0.0,5.0,0.0
Celik,ROM,30.0,5.78,5.77,0.0,0.0,0 / 0,0.0,2.0,5.0,0.0
Linetty,TOR,22.0,5.77,5.77,1.0,0.0,0 / 0,0.0,0.0,6.0,0.0
Suslov,VER,31.0,5.84,5.76,0.0,0.0,0 / 0,0.0,1.0,5.0,1.0
Kempf,COM,31.0,5.85,5.76,0.0,0.0,0 / 0,0.0,0.0,4.0,1.0
Marcandalli,VEN,8.0,5.88,5.75,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Maleh,EMP,22.0,5.82,5.75,0.0,0.0,0 / 0,0.0,1.0,3.0,1.0
Mari',FIO,32.0,5.84,5.75,0.0,0.0,0 / 0,0.0,0.0,4.0,1.0
Circati,PAR,6.0,5.83,5.75,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Cyprien,PAR,2.0,5.75,5.75,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Altare,VEN,12.0,6.0,5.75,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Bjarkason,VEN,4.0,5.88,5.75,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Pierini,VEN,2.0,5.75,5.75,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Amrabat,FIO,2.0,5.75,5.75,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Maric,VEN,8.0,5.75,5.75,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Jean,LEC,18.0,5.75,5.75,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Lovik,PAR,4.0,5.75,5.75,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Smolcic I.,COM,8.0,5.81,5.75,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Goldaniga,COM,30.0,5.83,5.73,1.0,0.0,0 / 0,0.0,0.0,10.0,1.0
Marianucci,EMP,13.0,5.81,5.73,0.0,0.0,0 / 0,0.0,0.0,0.0,1.0
Veiga D.,LEC,11.0,5.73,5.73,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Valle,COM,13.0,5.81,5.73,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Pierret,LEC,30.0,5.75,5.72,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Balogh,PAR,27.0,5.78,5.72,0.0,0.0,0 / 0,0.0,1.0,5.0,0.0
Sosa B.,TOR,18.0,5.72,5.72,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Bradaric,VER,27.0,5.72,5.72,1.0,0.0,0 / 0,0.0,0.0,6.0,0.0
Goglichidze,EMP,33.0,5.76,5.71,0.0,0.0,0 / 0,0.0,1.0,3.0,1.0
Zeroli,MON,7.0,5.71,5.71,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Meret,NAP,34.0,6.32,5.71,0.0,25.0,0 / 0,2.0,0.0,0.0,0.0
Estevez,PAR,12.0,5.79,5.71,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Guilbert,LEC,31.0,5.79,5.71,0.0,0.0,0 / 0,0.0,1.0,3.0,2.0
Lucumi',BOL,32.0,5.83,5.7,0.0,0.0,0 / 0,0.0,1.0,8.0,1.0
Lapadula,CAG,10.0,5.75,5.7,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Martinez Jo.,INT,5.0,6.3,5.7,0.0,3.0,0 / 0,0.0,0.0,0.0,0.0
Norton-Cuffy,GEN,10.0,5.7,5.7,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Carboni F.,VEN,5.0,5.9,5.7,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Gourna-Douath,ROM,5.0,5.9,5.7,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Aebischer,BOL,13.0,5.77,5.69,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Belahyane,LAZ,26.0,5.77,5.69,0.0,0.0,0 / 0,0.0,2.0,4.0,2.0
Izzo,MON,28.0,5.75,5.68,1.0,0.0,0 / 0,0.0,1.0,12.0,0.0
Rafia,LEC,18.0,5.78,5.67,0.0,0.0,0 / 0,0.0,0.0,4.0,0.0
Bennacer,MIL,6.0,5.83,5.67,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Musah,MIL,26.0,5.69,5.67,0.0,0.0,0 / 0,0.0,2.0,5.0,0.0
Forson O.,MON,6.0,5.67,5.67,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Vignato S.,MON,12.0,5.67,5.67,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Ngonge,NAP,6.0,5.75,5.67,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Benedyczak,PAR,6.0,5.67,5.67,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Faraoni,VER,6.0,5.67,5.67,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Moreno M.,FIO,3.0,5.67,5.67,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Pafundi,UDI,3.0,5.67,5.67,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Condè,VEN,3.0,5.83,5.67,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Oyegoke,VER,3.0,5.83,5.67,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Keita M.,PAR,28.0,5.73,5.66,0.0,0.0,0 / 0,0.0,1.0,4.0,1.0
Pongracic,FIO,17.0,5.85,5.65,0.0,0.0,0 / 0,0.0,0.0,1.0,1.0
Thorsby,GEN,27.0,5.78,5.65,0.0,0.0,0 / 0,0.0,1.0,5.0,0.0
Gallo,LEC,31.0,5.79,5.65,0.0,0.0,0 / 0,0.0,2.0,3.0,1.0
Pereira P.,MON,33.0,5.64,5.65,1.0,0.0,0 / 0,0.0,2.0,10.0,0.0
Mazzocchi,NAP,10.0,5.7,5.65,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Walukiewicz,TOR,28.0,5.73,5.64,0.0,0.0,0 / 0,0.0,0.0,6.0,0.0
Ndour,FIO,7.0,5.71,5.64,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Schingtienne,VEN,15.0,5.7,5.63,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Verdi,COM,4.0,5.75,5.62,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Carboni A.,MON,26.0,5.63,5.62,0.0,0.0,0 / 0,0.0,2.0,5.0,0.0
Rouhi,JUV,4.0,5.62,5.62,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Kelly L.,JUV,12.0,5.67,5.62,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Caldirola,MON,14.0,5.75,5.61,0.0,0.0,0 / 0,0.0,0.0,4.0,0.0
Solbakken,EMP,18.0,5.67,5.61,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Kristensen T.,UDI,21.0,5.57,5.6,1.0,0.0,0 / 0,0.0,0.0,5.0,0.0
Gagliardini,MON,6.0,5.67,5.58,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Terracciano F.,MIL,7.0,5.71,5.57,0.0,0.0,0 / 0,0.0,0.0,3.0,0.0
Matturro,GEN,12.0,5.62,5.54,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Ghilardi,VER,24.0,5.73,5.54,0.0,0.0,0 / 0,0.0,0.0,7.0,1.0
Pedersen,TOR,23.0,5.61,5.54,0.0,0.0,0 / 0,0.0,0.0,3.0,0.0
Casale,BOL,15.0,5.63,5.53,0.0,0.0,0 / 0,0.0,1.0,1.0,0.0
Wieteska,CAG,5.0,5.6,5.5,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Iovine,COM,7.0,5.64,5.5,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Sala M.,LEC,6.0,5.67,5.5,0.0,0.0,0 / 0,0.0,0.0,3.0,0.0
Kayode,FIO,2.0,5.5,5.5,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Barak,FIO,1.0,5.5,5.5,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Perin,JUV,5.0,6.1,5.5,0.0,3.0,0 / 0,0.0,0.0,0.0,0.0
Mandas,LAZ,9.0,6.28,5.5,0.0,7.0,0 / 0,0.0,0.0,0.0,0.0
Oudin,LEC,6.0,5.58,5.5,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Burnete,LEC,1.0,5.5,5.5,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Valoti,MON,1.0,6.0,5.5,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Pelmard,LEC,2.0,5.75,5.5,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Alidou,VER,2.0,5.5,5.5,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Siegrist,GEN,2.0,6.5,5.5,0.0,2.0,0 / 0,0.0,0.0,0.0,0.0
Ganvoula,MON,7.0,5.5,5.5,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
D'Ambrosio,MON,17.0,5.59,5.47,0.0,0.0,0 / 0,0.0,0.0,2.0,1.0
Emerson Royal,MIL,17.0,5.62,5.47,0.0,0.0,0 / 0,0.0,0.0,5.0,0.0
Giannetti L.,UDI,13.0,5.69,5.46,1.0,0.0,0 / 0,0.0,0.0,4.0,0.0
Milinkovic-Savic V.,TOR,37.0,6.3,5.45,0.0,42.0,0 / 0,4.0,0.0,3.0,0.0
Danilo,JUV,8.0,5.44,5.44,0.0,0.0,0 / 0,0.0,1.0,2.0,0.0
Akpa Akpro,MON,14.0,5.57,5.43,0.0,0.0,0 / 0,0.0,0.0,4.0,0.0
Thiaw,MIL,22.0,5.75,5.43,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Magnani,VER,14.0,5.29,5.43,1.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Valentini N.,VER,14.0,5.61,5.43,0.0,0.0,0 / 0,0.0,0.0,3.0,1.0
Barba,COM,6.0,5.42,5.42,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
De Gea,FIO,35.0,6.34,5.41,0.0,38.0,0 / 0,2.0,0.0,1.0,0.0
Toure' I.s.,UDI,11.0,5.59,5.41,1.0,0.0,0 / 0,0.0,0.0,2.0,2.0
Daniliuc,VER,14.0,5.39,5.39,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Svilar,ROM,38.0,6.32,5.38,0.0,35.0,0 / 0,0.0,0.0,1.0,0.0
Dawidowicz,VER,25.0,5.56,5.38,0.0,0.0,0 / 0,0.0,0.0,7.0,1.0
Brorsson,MON,4.0,5.38,5.38,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Coulibaly W.,PAR,14.0,5.54,5.36,0.0,0.0,0 / 0,0.0,1.0,1.0,1.0
Sagrado,VEN,3.0,5.5,5.33,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Carnesecchi,ATA,34.0,6.34,5.32,0.0,34.0,0 / 0,0.0,0.0,1.0,0.0
Niasse,VER,11.0,5.5,5.32,0.0,0.0,0 / 0,0.0,0.0,4.0,0.0
Sommer,INT,33.0,6.18,5.3,0.0,32.0,0 / 0,1.0,0.0,0.0,0.0
Petagna,MON,7.0,5.36,5.29,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Scalvini,ATA,4.0,5.5,5.25,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Gendrey,LEC,2.0,5.25,5.25,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Ebosse,UDI,2.0,5.5,5.25,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Candela,VEN,14.0,5.46,5.25,0.0,0.0,0 / 0,0.0,0.0,2.0,0.0
Dani Silva,VER,6.0,5.33,5.25,0.0,0.0,0 / 0,0.0,0.0,1.0,0.0
Bonifazi,LEC,2.0,5.25,5.25,0.0,0.0,0 / 0,0.0,0.0,0.0,0.0
Stankovic F.,VEN,15.0,6.6,5.23,0.0,23.0,0 / 0,1.0,0.0,1.0,0.0
