Nome,Squadra,Presenze,MediaVoto,Fantamedia,Gol,GolSubiti,RigoriSegnati,RigoriTirati,RigoriParati,Assist,Ammonizioni,Espulsioni
Immobile,LAZ,28.0,5.91,6.59,7.0,0.0,4.0,4.0,0.0,1.0,8.0,0.0
Pereyra,UDI,26.0,6.12,6.58,4.0,0.0,1.0,1.0,0.0,3.0,6.0,0.0
Calafiori,BOL,27.0,6.35,6.57,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0
Elmas,NAP,9.0,6.0,6.56,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Ederson D.s.,ATA,36.0,6.14,6.56,6.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0
Toure' E.,ATA,9.0,6.0,6.56,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Swiderski,VER,13.0,6.08,6.54,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barella,INT,37.0,6.38,6.53,2.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0
Dumfries,INT,30.0,6.1,6.53,4.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0
Dia,SAL,17.0,5.85,6.53,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
Mazzitelli,FRO,29.0,6.1,6.52,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
Tchaouna,SAL,29.0,6.07,6.52,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
Acerbi,INT,29.0,6.17,6.5,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Di Gennaro,INT,1.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pinsoglio,JUV,1.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensi,INT,1.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rossi F.,ATA,1.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rabiot,JUV,31.0,6.08,6.5,5.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0
Buongiorno,TOR,29.0,6.31,6.5,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Demme,NAP,2.0,6.25,6.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Asllani,INT,16.0,6.22,6.5,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Maric,MON,7.0,6.07,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahimovic A.,FRO,8.0,6.06,6.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Buchanan T.,INT,7.0,6.07,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Castro S.,BOL,5.0,6.0,6.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Oudin,LEC,31.0,6.18,6.48,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
Bennacer,MIL,18.0,6.08,6.47,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0
Saelemaekers,BOL,30.0,6.08,6.47,4.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0
Suslov,VER,30.0,6.12,6.47,3.0,0.0,1.0,1.0,0.0,5.0,7.0,0.0
Rugani,JUV,14.0,6.11,6.46,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Duncan,FIO,26.0,6.08,6.46,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0
Milik,JUV,24.0,6.0,6.46,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
Pessina,MON,37.0,6.07,6.46,6.0,0.0,4.0,5.0,0.0,2.0,3.0,1.0
Lauriente',SAS,37.0,5.99,6.46,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
Isaksen,LAZ,23.0,6.07,6.46,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Bastoni,INT,28.0,6.32,6.45,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0
Hernandez T.,MIL,32.0,6.17,6.45,5.0,0.0,1.0,2.0,0.0,3.0,10.0,1.0
Dragusin,GEN,19.0,6.11,6.45,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Sottil,FIO,18.0,5.97,6.44,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
Raspadori,NAP,33.0,5.98,6.44,5.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
Brescianini,FRO,35.0,6.09,6.44,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Shomurodov,CAG,20.0,5.85,6.42,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
Frendrup,GEN,37.0,6.23,6.42,2.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0
De Vrij,INT,22.0,6.27,6.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Piccoli,LEC,32.0,6.02,6.41,5.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0
Martinez Quarta,FIO,28.0,6.04,6.41,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Mota,MON,33.0,6.0,6.41,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
Folorunsho,VER,33.0,6.0,6.41,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
El Shaarawy,ROM,29.0,6.05,6.4,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Thorstvedt,SAS,34.0,5.94,6.4,6.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0
Colombo,MON,23.0,5.89,6.39,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Ilic,TOR,28.0,6.07,6.38,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Oristanio,CAG,24.0,6.1,6.38,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Reijnders,MIL,36.0,6.12,6.38,3.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0
Lykogiannis,BOL,18.0,5.97,6.36,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Bremer,JUV,36.0,6.24,6.36,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Cristante,ROM,37.0,6.11,6.35,3.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0
Bellanova,TOR,36.0,6.14,6.35,1.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0
Messias,GEN,17.0,6.18,6.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur Melo,FIO,32.0,6.12,6.34,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0
Zielinski,NAP,27.0,5.94,6.33,3.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
Darmian,INT,32.0,6.14,6.33,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Ravaglia F.,BOL,6.0,6.33,6.33,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
Banda,LEC,21.0,6.07,6.33,2.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0
Schuurs,TOR,9.0,6.11,6.33,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Tomori,MIL,25.0,6.0,6.32,4.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
McKennie,JUV,33.0,6.2,6.32,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0
Henry,VER,11.0,5.91,6.32,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
Carboni V.,MON,25.0,6.02,6.32,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Castellanos,LAZ,31.0,5.87,6.32,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
Defrel,SAS,13.0,5.92,6.31,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Thorsby,GEN,21.0,5.98,6.31,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Reinier,FRO,16.0,5.97,6.31,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Cancellieri,EMP,34.0,6.0,6.31,4.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0
Bonazzoli,VER,22.0,5.89,6.3,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Sansone,LEC,22.0,6.02,6.3,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
Spinazzola,ROM,23.0,6.09,6.3,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Kouame',FIO,20.0,5.95,6.3,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Vlasic,TOR,33.0,6.02,6.3,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
Krstovic,LEC,33.0,5.91,6.3,7.0,0.0,1.0,3.0,0.0,1.0,4.0,1.0
Patric,LAZ,19.0,6.08,6.29,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Kastanos,SAL,24.0,6.0,6.29,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Kaio Jorge,FRO,14.0,5.93,6.29,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
Yildiz,JUV,21.0,6.05,6.29,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Mandragora,FIO,30.0,5.95,6.28,3.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0
Cuni,FRO,9.0,5.94,6.28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mina,CAG,15.0,6.03,6.27,2.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0
Bajrami,SAS,24.0,5.94,6.27,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Baldanzi,ROM,24.0,6.08,6.27,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Gabbia,MIL,17.0,6.06,6.26,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Gomez,MON,2.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Sandro,JUV,10.0,6.0,6.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Baez,FRO,10.0,6.0,6.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Abraham,ROM,6.0,5.83,6.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Fagioli,JUV,8.0,6.06,6.25,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Chukwueze,MIL,20.0,6.02,6.25,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Monterisi,FRO,18.0,5.83,6.25,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Vignato S.,MON,8.0,6.0,6.25,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Belahyane,VER,2.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sanabria,TOR,35.0,5.84,6.24,5.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
Lapadula,CAG,21.0,5.88,6.24,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0
Pavard,INT,21.0,6.29,6.24,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0
Di Lorenzo,NAP,36.0,6.07,6.21,1.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0
Guendouzi,LAZ,33.0,6.02,6.21,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0
Carlos Augusto,INT,35.0,6.14,6.21,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
Moro N.,BOL,17.0,6.03,6.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierotti,LEC,7.0,6.07,6.21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Cuadrado,INT,10.0,6.05,6.2,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Mancini,ROM,35.0,5.99,6.2,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Renato Sanches,ROM,5.0,5.8,6.2,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Cambiaghi,EMP,37.0,6.14,6.2,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Nandez,CAG,30.0,6.03,6.2,2.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0
Scalvini,ATA,33.0,6.06,6.2,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
Iling Junior,JUV,20.0,5.98,6.2,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Lazovic,VER,31.0,5.87,6.19,3.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0
Florenzi,MIL,27.0,6.0,6.19,1.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0
Marchizza,FRO,13.0,6.0,6.19,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
Maggiore,SAL,26.0,5.87,6.19,4.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0
Vasquez,GEN,35.0,6.16,6.19,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0
Brekalo,FIO,11.0,5.91,6.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodriguez R.,TOR,35.0,6.11,6.17,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Kayode,FIO,26.0,6.06,6.17,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Jankto,CAG,16.0,5.84,6.16,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Kovalenko,EMP,16.0,5.94,6.16,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Caputo,EMP,20.0,5.7,6.15,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Rrahmani,NAP,30.0,5.93,6.15,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Jovane,SAL,10.0,5.9,6.15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Posch,BOL,30.0,6.1,6.15,1.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0
Badelj,GEN,32.0,6.05,6.14,1.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0
Adli,MIL,21.0,5.98,6.14,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
Paredes,ROM,34.0,5.99,6.13,3.0,0.0,3.0,3.0,0.0,4.0,14.0,1.0
Sulemana I.,CAG,19.0,5.89,6.13,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Almqvist,LEC,30.0,5.98,6.13,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
Cambiaso,JUV,34.0,6.0,6.12,2.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0
Biraghi,FIO,28.0,5.96,6.11,2.0,0.0,0.0,1.0,0.0,5.0,8.0,0.0
Danilo,JUV,28.0,6.09,6.11,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0
Gatti,JUV,32.0,5.97,6.11,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Karamoh,TOR,5.0,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamara H.,UDI,31.0,6.06,6.1,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Kamada,LAZ,25.0,5.88,6.1,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Ghedjemis,FRO,5.0,6.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nzola,FIO,29.0,5.74,6.09,3.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0
Lovric,UDI,29.0,5.97,6.09,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
Sambia,SAL,16.0,5.91,6.09,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
Gendrey,LEC,37.0,5.92,6.09,2.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0
Karsdorp,ROM,18.0,6.03,6.08,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Ikone',FIO,26.0,5.79,6.08,3.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
Racic,SAS,18.0,5.89,6.08,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Ruggeri,ATA,33.0,5.97,6.08,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0
Ndoye,BOL,31.0,6.02,6.08,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Holm,ATA,18.0,5.94,6.08,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
Vignato,SAL,7.0,6.0,6.07,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Bani,GEN,27.0,6.02,6.07,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Kolasinac,ATA,29.0,6.03,6.07,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Lazaro,TOR,30.0,6.02,6.07,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
Rovella,LAZ,21.0,6.12,6.07,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0
Lucumi',BOL,29.0,6.1,6.07,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Alcaraz,JUV,7.0,5.93,6.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Zappacosta,ATA,31.0,5.92,6.06,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
Freuler,BOL,32.0,6.11,6.06,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Toljan,SAS,24.0,5.92,6.06,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
Cerri,EMP,11.0,5.86,6.05,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Luperto,EMP,38.0,6.0,6.05,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Huijsen,ROM,11.0,5.86,6.05,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Calabria,MIL,29.0,5.95,6.03,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0
Pellegri,TOR,15.0,5.87,6.03,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Lirola,FRO,24.0,5.75,6.02,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Marin,EMP,28.0,5.98,6.02,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
Beukema,BOL,30.0,6.02,6.02,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
Payero,UDI,28.0,5.88,6.02,2.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0
Saponara,VER,10.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pogba,JUV,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
