Nome,Squadra,Presenze,MediaVoto,Fantamedia,Gol,GolSubiti,RigoriSegnati,RigoriTirati,RigoriParati,Assist,Ammonizioni,Espulsioni
De Sciglio,JUV,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petagna,CAG,15.0,5.8,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Lulic K.,FRO,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walace,UDI,37.0,5.93,6.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Pedro,LAZ,26.0,5.92,6.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Contini,NAP,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Klaassen,INT,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nicolussi Caviglia,JUV,6.0,5.92,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Gallo,LEC,34.0,5.94,6.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
Adopo,ATA,4.0,5.75,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Carboni A.,MON,21.0,5.88,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Bakker,ATA,9.0,5.72,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Bastoni S.,EMP,12.0,5.88,6.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Djalo',JUV,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zima,TOR,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haps,GEN,14.0,5.93,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Volpato,SAS,17.0,5.85,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ostigard,NAP,20.0,5.9,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Bijol,UDI,24.0,6.08,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Kristiansen,BOL,30.0,5.97,6.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
Borrelli,FRO,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lipani,SAS,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dorgu,LEC,29.0,5.9,6.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Burnete,LEC,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pagano,ROM,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prati,CAG,26.0,5.92,6.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Pierozzi,SAL,12.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Martegani,SAL,15.0,5.83,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Kutlu,GEN,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bartesaghi,MIL,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tavsan,VER,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weissman,SAL,11.0,5.73,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duda,VER,32.0,6.05,5.98,1.0,0.0,0.0,1.0,0.0,5.0,10.0,2.0
Kostic,JUV,29.0,5.91,5.98,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
Zemura,UDI,21.0,5.86,5.98,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
De Roon,ATA,30.0,5.97,5.97,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0
Llorente D.,ROM,29.0,5.91,5.97,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
Spence,GEN,15.0,6.0,5.97,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Vogliacco,GEN,15.0,6.03,5.97,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Strootman,GEN,23.0,5.96,5.96,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
Bove,ROM,28.0,5.96,5.96,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Viti,SAS,14.0,5.89,5.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fazzini,EMP,25.0,5.92,5.96,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0
Serdar,VER,23.0,6.07,5.96,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0
Cataldi,LAZ,22.0,5.98,5.95,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
Vojvoda,TOR,21.0,5.88,5.95,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
Caso,FRO,11.0,5.95,5.95,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Gineitis,TOR,10.0,6.05,5.95,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Locatelli,JUV,35.0,5.83,5.94,1.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0
Gonzalez J.,LEC,27.0,5.94,5.94,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Dossena,CAG,35.0,5.84,5.94,2.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0
Kean,JUV,14.0,6.0,5.93,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Kyriakopoulos,MON,27.0,5.87,5.93,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
Pobega,MIL,7.0,5.93,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gila,LAZ,21.0,6.02,5.93,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Djimsiti,ATA,36.0,5.94,5.92,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Gagliardini,MON,32.0,5.88,5.92,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
Martin,GEN,20.0,5.92,5.92,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
Matheus Henrique,SAS,31.0,5.79,5.92,2.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0
Coppola D.,VER,20.0,5.85,5.92,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Karlsson,BOL,6.0,5.92,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lobotka,NAP,38.0,5.93,5.91,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Zappa,CAG,37.0,5.8,5.91,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Caprari,MON,5.0,5.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lazzari,LAZ,24.0,5.94,5.9,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0
Magnani,VER,30.0,6.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Aebischer,BOL,31.0,6.0,5.9,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0
Miretti,JUV,20.0,5.78,5.9,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Mitrovic S.,VER,10.0,5.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seck,FRO,14.0,5.93,5.89,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Terracciano F.,MIL,19.0,5.89,5.89,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Birindelli,MON,32.0,6.0,5.89,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Olivera,NAP,22.0,5.82,5.89,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Djidji,TOR,12.0,5.96,5.88,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Ranieri L.,FIO,25.0,5.86,5.88,2.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0
Celik,ROM,12.0,5.92,5.88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Angelino,ROM,16.0,5.94,5.88,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Mari',MON,33.0,5.98,5.88,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Mulattieri,SAS,12.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Brenner,UDI,4.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafia,LEC,24.0,5.92,5.88,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Sabelli,GEN,31.0,5.92,5.87,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
Kjaer,MIL,15.0,5.83,5.87,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Strefezza,LEC,19.0,5.82,5.87,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0
Ricci S.,TOR,30.0,5.9,5.87,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
Ebuehi,EMP,15.0,5.8,5.87,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
N'Dicka,ROM,25.0,5.86,5.86,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0
Weah,JUV,25.0,5.92,5.86,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
Kalulu,MIL,7.0,5.86,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Musah,MIL,25.0,5.92,5.86,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
Ciurria,MON,22.0,5.86,5.86,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Mboula,VER,7.0,5.71,5.86,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Fazio,SAL,17.0,5.71,5.85,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Garritano,FRO,10.0,5.9,5.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Zambo Anguissa,NAP,33.0,5.82,5.85,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Lindstrom,NAP,16.0,5.91,5.84,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Romagnoli S.,FRO,33.0,5.83,5.83,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Bereszynski,EMP,23.0,5.85,5.83,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Boateng J.,SAL,6.0,5.83,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smalling,ROM,6.0,5.83,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Urbanski,BOL,18.0,5.92,5.83,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Soppy,TOR,3.0,5.83,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cittadini,GEN,3.0,6.0,5.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Stewart,SAL,3.0,5.83,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simeone,NAP,17.0,5.74,5.82,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Hongla,VER,14.0,5.82,5.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Success,UDI,19.0,5.84,5.82,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0
Perez N.,UDI,36.0,5.94,5.82,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0
Bohinen,GEN,14.0,5.86,5.82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hien,ATA,22.0,5.95,5.82,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
Ehizibue,UDI,20.0,5.88,5.82,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Boloca,SAS,30.0,5.85,5.82,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
Azzi,CAG,22.0,5.84,5.82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Manolas,SAL,8.0,5.81,5.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Machin,MON,8.0,5.94,5.81,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Augello,CAG,32.0,5.77,5.81,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
Pongracic,LEC,36.0,5.94,5.81,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0
Masina,TOR,15.0,5.87,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Romagnoli,LAZ,28.0,5.96,5.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Kabasele,UDI,10.0,5.75,5.8,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Okereke,TOR,5.0,5.8,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corazza,BOL,5.0,5.9,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ikwuemesi,SAL,23.0,5.67,5.8,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Vinagre,VER,7.0,5.79,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Van Hooijdonk,BOL,7.0,5.79,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hateboer,ATA,18.0,5.83,5.78,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
Caldirola,MON,29.0,5.79,5.78,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
Erlic,SAS,32.0,5.77,5.78,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Bondo,MON,25.0,5.84,5.78,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Zerbin,MON,16.0,5.78,5.78,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Gelli,FRO,20.0,5.85,5.78,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Grassi,EMP,26.0,5.92,5.77,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0
Zalewski,ROM,22.0,5.8,5.77,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Doig,SAS,28.0,5.82,5.77,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0
Pellegrini Lu.,LAZ,17.0,5.79,5.76,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
Tchatchoua,VER,25.0,5.76,5.76,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Bonifazi,FRO,6.0,5.75,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Traore' Hj.,NAP,8.0,5.81,5.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Dominguez,BOL,2.0,5.75,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romero L.,MIL,2.0,6.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Zanoli,SAL,18.0,5.83,5.75,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
Blin,LEC,28.0,5.79,5.75,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Dodo',FIO,6.0,5.75,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bronn,SAL,2.0,5.75,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Missori,SAS,6.0,5.75,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kvernadze,FRO,2.0,5.75,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oyono,FRO,14.0,5.82,5.75,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Bonfanti,ATA,2.0,5.75,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristensen T.,UDI,26.0,5.79,5.75,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
Comuzzo,FIO,2.0,6.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ankeye,GEN,2.0,5.75,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Rui,NAP,19.0,5.82,5.74,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0
Pereira P.,MON,19.0,5.76,5.74,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Bradaric,SAL,34.0,5.72,5.74,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0
De Winter,GEN,29.0,5.84,5.74,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0
Marusic,LAZ,37.0,5.72,5.73,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
Tameze,TOR,28.0,5.79,5.73,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0
Ebosele,UDI,30.0,5.83,5.73,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
Barrenechea,FRO,35.0,5.84,5.73,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0
Kaba,LEC,22.0,5.82,5.73,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Krunic,MIL,9.0,5.89,5.72,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Baschirotto,LEC,37.0,5.76,5.72,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
Ranocchia F.,EMP,9.0,5.89,5.72,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Ramadani,LEC,34.0,5.82,5.72,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
Shpendi S.,EMP,9.0,5.72,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedersen,SAS,23.0,5.72,5.72,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
Dani Silva,VER,9.0,5.83,5.72,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Hefti,GEN,5.0,5.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gomis I.,SAL,5.0,5.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D'Ambrosio,MON,24.0,5.79,5.69,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
Linetty,TOR,26.0,5.92,5.69,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
Gyasi,EMP,29.0,5.66,5.69,1.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0
Kristensen,ROM,26.0,5.67,5.69,1.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0
Natan,NAP,13.0,5.81,5.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Sazonov,TOR,8.0,5.75,5.69,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Toloi,ATA,14.0,5.89,5.68,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
Castillejo,SAS,11.0,5.77,5.68,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Ismajli,EMP,25.0,5.72,5.68,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Cajuste,NAP,22.0,5.8,5.68,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0
Perin,JUV,3.0,6.0,5.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Jesus,NAP,24.0,5.69,5.67,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Di Pardo,CAG,9.0,5.67,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Infantino,FIO,3.0,5.83,5.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cruz,VER,3.0,5.67,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Centonze,VER,9.0,5.67,5.67,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Lopez M.,FIO,16.0,5.75,5.66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Maleh,EMP,34.0,5.79,5.66,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0
Cacace,EMP,28.0,5.73,5.66,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0
Cabal,VER,19.0,5.82,5.66,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Hysaj,LAZ,20.0,5.7,5.65,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Walukiewicz,EMP,27.0,5.76,5.65,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Coulibaly L.,SAL,27.0,5.72,5.65,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Legowski,SAL,23.0,5.72,5.65,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Akpa Akpro,MON,14.0,5.82,5.64,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Parisi,FIO,21.0,5.69,5.64,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Mazzocchi,NAP,25.0,5.68,5.64,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0
Ceide,SAS,7.0,5.64,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giannetti L.,UDI,7.0,5.79,5.64,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Sommer,INT,34.0,6.12,5.63,0.0,19.0,0.0,0.0,1.0,0.0,1.0,0.0
Izzo,MON,20.0,5.82,5.62,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Faraoni,FIO,16.0,5.72,5.62,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
Okoli,FRO,34.0,5.72,5.62,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0
Makoumbou,CAG,32.0,5.62,5.61,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
Milenkovic,FIO,30.0,5.67,5.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Dawidowicz,VER,26.0,5.77,5.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Vina,SAS,15.0,5.7,5.6,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
Destro,EMP,11.0,5.68,5.59,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Deiola,CAG,22.0,5.7,5.59,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Ferrari G.,SAS,27.0,5.56,5.59,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Valeri,FRO,15.0,5.6,5.57,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Amione,VER,8.0,5.69,5.56,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Casale,LAZ,19.0,5.68,5.55,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Ferreira J.,UDI,30.0,5.67,5.55,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0
Goldaniga,CAG,13.0,5.65,5.54,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Pirola,SAL,25.0,5.5,5.54,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Perilli,VER,1.0,7.5,5.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Pezzella Giu.,EMP,15.0,5.63,5.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Obiang,SAS,7.0,5.57,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Beto,UDI,1.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guessand A.,UDI,1.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solbakken,ROM,1.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amatucci,FIO,1.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wieteska,CAG,15.0,5.57,5.5,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
Mandas,LAZ,8.0,6.25,5.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Di Gregorio,MON,33.0,6.35,5.47,0.0,35.0,0.0,0.0,2.0,0.0,0.0,0.0
Hatzidiakos,CAG,13.0,5.5,5.46,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Lovato,TOR,19.0,5.53,5.45,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Szczesny,JUV,35.0,6.21,5.43,0.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0
Venuti,LEC,6.0,5.5,5.42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Bourabia,FRO,5.0,5.5,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Thiaw,MIL,20.0,5.68,5.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
Svilar,ROM,15.0,6.47,5.37,0.0,19.0,0.0,0.0,1.0,0.0,1.0,0.0
Daniliuc,SAL,11.0,5.45,5.36,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Basic,SAL,14.0,5.54,5.36,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Pasalidis,SAL,7.0,5.5,5.36,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Skorupski,BOL,32.0,6.17,5.33,0.0,29.0,0.0,0.0,1.0,0.0,2.0,0.0
Puscas,GEN,3.0,5.33,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Touba,LEC,6.0,5.42,5.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Obert,CAG,13.0,5.35,5.31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Carnesecchi,ATA,27.0,6.19,5.3,0.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0
Pellegrino,SAL,10.0,5.35,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Terracciano,FIO,33.0,6.27,5.26,0.0,35.0,0.0,0.0,1.0,0.0,3.0,0.0
Leali,GEN,2.0,6.5,5.25,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
Audero,INT,4.0,6.0,5.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Milinkovic-Savic V.,TOR,36.0,6.12,5.24,0.0,31.0,0.0,0.0,0.0,0.0,2.0,0.0
Caprile,EMP,23.0,6.26,5.22,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0
Botheim,SAL,5.0,5.3,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Provedel,LAZ,30.0,6.23,5.13,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
Tressoldi,SAS,23.0,5.28,5.13,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
Gyomber,SAL,22.0,5.36,5.07,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Musso,ATA,11.0,6.14,5.05,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Aresti,CAG,1.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Haas,EMP,1.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Jagiello,GEN,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateus Lusuardi,FRO,3.0,5.17,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Montipo',VER,37.0,6.31,4.99,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
Meret,NAP,31.0,6.06,4.97,0.0,40.0,0.0,0.0,2.0,0.0,0.0,0.0
Martinez Jo.,GEN,36.0,6.14,4.97,0.0,43.0,0.0,0.0,1.0,0.0,2.0,1.0
