Nome,Squadra,Presenze,MediaVoto,Fantamedia,Gol,GolSubiti,RigoriSegnati,RigoriTirati,RigoriParati,Assist,Ammonizioni,Espulsioni
Romagna,SAS,5.0,5.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lazaro,TOR,30.0,5.7,5.7,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
Zarraga,UDI,10.0,5.75,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Oyegoke,VER,10.0,5.8,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Bailey,ROM,5.0,5.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Britschgi,PAR,28.0,5.75,5.7,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0
Ahanor,ATA,21.0,5.79,5.69,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Bianchetti,CRE,27.0,5.72,5.69,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Veiga D.,LEC,36.0,5.82,5.69,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Tsimikas,ROM,13.0,5.73,5.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Albiol,PIS,8.0,5.62,5.69,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Dossena,CAG,11.0,5.82,5.68,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
Olivera,NAP,22.0,5.75,5.68,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Zè Pedro,CAG,22.0,5.77,5.68,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0
Pongracic,FIO,35.0,5.84,5.67,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
Hernani,PAR,3.0,5.67,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateus Lusuardi,PIS,3.0,5.83,5.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Angelino,ROM,6.0,5.83,5.67,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Trepy,CAG,3.0,5.67,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amorim,GEN,9.0,5.72,5.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mlacic,UDI,3.0,5.83,5.67,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Casale,BOL,10.0,5.65,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sabelli,GEN,13.0,5.81,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milinkovic-Savic V.,NAP,27.0,6.2,5.65,0.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0
Ngom,LEC,13.0,5.69,5.65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rovella,LAZ,11.0,5.73,5.64,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
Gaspar K.,LEC,21.0,5.83,5.64,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
Camarda,LEC,18.0,5.67,5.64,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Vural,PIS,14.0,5.79,5.64,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Sarr A.,VER,29.0,5.67,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Aboukhlal,TOR,11.0,5.77,5.64,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Faye,CRE,7.0,5.71,5.64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Coulibaly W.,SAS,18.0,5.69,5.64,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Ratkov,LAZ,7.0,5.64,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ondrejka,PAR,15.0,5.7,5.63,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Pessina Mas.,BOL,4.0,6.12,5.62,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Helgason,LEC,4.0,5.62,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Jesus,NAP,21.0,5.86,5.62,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0
Sohm,BOL,24.0,5.65,5.62,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Masina,TOR,4.0,5.38,5.62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Carboni V.,GEN,10.0,5.7,5.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Suslov,VER,10.0,5.75,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Moumbagna,CRE,5.0,5.6,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lirola,VER,5.0,5.7,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Biraghi,TOR,11.0,5.59,5.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tameze,TOR,17.0,5.65,5.59,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Unai Nunez,VER,17.0,5.85,5.59,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Carnesecchi,ATA,37.0,6.36,5.58,0.0,35.0,0.0,0.0,2.0,0.0,0.0,0.0
Lovik,PAR,6.0,5.58,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calabresi,PIS,25.0,5.74,5.58,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
Valentini N.,VER,19.0,5.79,5.58,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
Goglichidze,UDI,6.0,5.75,5.58,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Stojilkovic,PIS,12.0,5.58,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tete Morente,LEC,15.0,5.57,5.57,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Nelsson,VER,37.0,5.68,5.57,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Vranckx,SAS,14.0,5.64,5.57,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Al-Musrati,VER,14.0,5.71,5.57,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0
Bonfanti,PIS,9.0,5.61,5.56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Lykogiannis,BOL,8.0,5.62,5.56,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Dzeko,FIO,8.0,5.62,5.56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rugani,FIO,8.0,5.69,5.56,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Candè,SAS,8.0,5.69,5.56,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Pezzella Giu.,CRE,31.0,5.68,5.55,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0
Koopmeiners,JUV,29.0,5.64,5.55,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Gimenez,MIL,15.0,5.5,5.53,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Immobile,BOL,6.0,5.58,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Di Pardo,CAG,1.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ceccherini,CRE,8.0,5.56,5.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Richardson,FIO,1.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sabiri,FIO,1.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hysaj,LAZ,2.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kouassi,LEC,4.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ndaba,LEC,9.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chukwueze,MIL,1.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hojholt,PIS,15.0,5.57,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Moro L.,SAS,6.0,5.58,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Palma,UDI,4.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fini,GEN,1.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gorter,LEC,1.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stengs,PIS,1.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ambrosino,NAP,1.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fofana Sa.,LEC,2.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Svilar,ROM,38.0,6.26,5.45,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
Maignan,MIL,37.0,6.26,5.42,0.0,35.0,0.0,0.0,2.0,0.0,4.0,0.0
Butez,COM,38.0,6.07,5.37,0.0,29.0,0.0,0.0,1.0,1.0,3.0,0.0
Ndiaye,PAR,11.0,5.59,5.36,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
Otoa,GEN,10.0,5.6,5.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Provedel,LAZ,27.0,6.26,5.35,0.0,27.0,0.0,0.0,1.0,0.0,1.0,0.0
Viti,FIO,6.0,5.58,5.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Di Gregorio,JUV,30.0,6.08,5.33,0.0,25.0,0.0,0.0,1.0,0.0,1.0,0.0
Helland,BOL,6.0,5.5,5.33,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Marì,FIO,10.0,5.45,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Skorupski,BOL,18.0,6.19,5.28,0.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0
Gronbaek,GEN,2.0,5.5,5.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Asllani,TOR,14.0,5.57,5.25,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
Padelli,UDI,2.0,6.25,5.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Denoon,PIS,2.0,5.5,5.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Falcone,LEC,38.0,6.41,5.22,0.0,50.0,0.0,0.0,2.0,0.0,2.0,0.0
Morata,COM,17.0,5.5,5.21,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
Martinez Jo.,INT,5.0,6.0,5.2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Meret,NAP,11.0,6.23,5.18,0.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0
Cham,VER,3.0,5.17,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motta,LAZ,9.0,6.0,5.17,0.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0
Perin,JUV,9.0,6.11,5.11,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Corvi,PAR,17.0,6.18,5.09,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0
Okoye,UDI,30.0,6.07,5.08,0.0,32.0,0.0,0.0,1.0,1.0,1.0,1.0
Bozhinov,PIS,8.0,5.25,5.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Sommer,INT,33.0,5.92,5.02,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
De Gea,FIO,37.0,6.24,5.0,0.0,49.0,0.0,0.0,1.0,0.0,0.0,0.0
Di Gennaro,INT,1.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Furlanetto,LAZ,2.0,6.5,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Perez M.,LEC,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimenez A.,MIL,1.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Turati,SAS,6.0,6.17,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Dembelè A.,TOR,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montipò,VER,35.0,6.2,4.94,0.0,54.0,0.0,0.0,3.0,1.0,0.0,0.0
Audero,CRE,34.0,6.21,4.91,0.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0
Coppola F.,PIS,5.0,5.1,4.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Caprile,CAG,38.0,6.29,4.87,0.0,53.0,0.0,0.0,0.0,0.0,2.0,0.0
Leali,GEN,22.0,6.16,4.84,0.0,27.0,0.0,0.0,0.0,0.0,2.0,1.0
Bijlow,GEN,16.0,6.06,4.78,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0
Muric,SAS,32.0,6.08,4.77,0.0,43.0,0.0,0.0,1.0,0.0,4.0,0.0
Stanciu,GEN,4.0,5.5,4.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Suzuki,PAR,20.0,6.02,4.75,0.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0
Silvestri,CRE,4.0,6.38,4.62,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Paleari,TOR,29.0,6.09,4.52,0.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0
Sportiello,ATA,1.0,5.5,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cornet,GEN,5.0,5.1,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ravaglia F.,BOL,17.0,6.21,4.38,0.0,29.0,0.0,0.0,0.0,0.0,4.0,0.0
Semper,PIS,25.0,6.06,4.38,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
Scuffet,PIS,7.0,6.21,4.07,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Israel,TOR,9.0,5.89,3.83,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0
Perilli,VER,3.0,6.17,3.83,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Sommariva,GEN,2.0,5.75,3.75,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas,PIS,6.0,5.92,3.58,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
Sava,UDI,7.0,5.57,3.5,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0
Rossi F.,ATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tourè E.,ATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erlic,BOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ilic M.,BOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Azzouzi,BOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ndoye,BOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karlsson,BOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciocci,CAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Radunovic,CAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wieteska,CAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veroli,CAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vigorito,COM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goldaniga,COM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,COM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braunoder,COM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Engelhardt,COM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alli,COM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azon,COM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabrielloni,COM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nava,CRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ravanelli,CRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azzi,CRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quagliata,CRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sernicola,CRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Castagnetti,CRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pickel,CRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valoti,CRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zanimacchia,CRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nasti,CRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martinelli T.,FIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bianco,FIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beltran L.,FIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siegrist,GEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vogliacco,GEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taremi,INT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pinsoglio,JUV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Savona,JUV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rouhi,JUV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weah,JUV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Douglas Luiz,JUV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gonzalez N.,JUV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mandas,LAZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gigot,LAZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fruchtl,LEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samooja,LEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafia,LEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marchwinski,LEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Torriani,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiaw,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liberali,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Okafor,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Contini,NAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balogh,PAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leoni,PAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hainaut,PAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Man,PAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mbambi,PIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rus,PIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esteves T.,PIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arena,PIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buffon L.,PIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bonfanti N.,PIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lind,PIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zelezny,ROM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gollini,ROM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kumbulla,ROM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdulhamid,ROM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salah-Eddine,ROM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russo A.,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Satalino,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odenthal,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Missori,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paz Y.,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pieragnolo,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghion,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alvarez A.,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mulattieri,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skjellerup,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donnarumma An.,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Popa,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schuurs,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giannetti L.,UDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pafundi,UDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brenner,UDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sanchez,UDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thauvin,UDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pizarro,UDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tchatchoua,VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago,VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cissè A.,VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocha Livramento,VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vasquez D.,ROM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nunziante,UDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lezzerini,FIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Godfrey,ATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rog,CAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frigan,PAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuenca H.,GEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toniolo,VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cavlina,COM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balentien,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odogu,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palacios T.,INT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferrante,NAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calligaris,INT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guaita,PAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tornqvist,COM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sherri,CAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tchoca,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przyborek,LAZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raterink,CAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lahdo,COM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siviero,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pannozzo,LAZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giacomone,LAZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mosconi,INT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
